Food Items,Energy kcal,Carbs,Protein(g),Fat(g),Freesugar(g),Fibre(g),Cholestrol(mg),Calcium(mg),Nutrition_Score,Nutrition_Label,Protein_to_Energy,Sugar_to_Carbs,Fat_to_Energy
Fish orly,563.7,4.27,5.87,58.18,0.24,0.33,11.78,9.55,17,Unhealthy,0.010413340429287895,0.05620608897981122,0.10321092779829126
Hariyali Fish Tikka,150.24,2.21,14.01,9.41,0.83,0.99,43.28,34.86,-2,Healthy,0.09325079872142406,0.3755656106897893,0.06263312034037119
Chicken manchurian,142.34,6.06,9.53,11.96,0.9,0.41,37.88,26.52,-1,Healthy,0.06695236757013522,0.1485148514606411,0.08402416748571011
Handi chicken,166.02,1.49,12.32,12.46,0.75,0.67,33.71,26.85,1,Healthy,0.07420792675536557,0.503355704360164,0.07505119865031291
Lemon chicken,169.79,0.55,20.2,9.66,0.16,0.16,60.15,17.4,0,Healthy,0.11897049296119343,0.29090909038016527,0.05689381000025388
Lemon butter fish,160.25,0.75,16.38,10.26,0.23,0.36,46.11,18.66,0,Healthy,0.10221528861090662,0.3066666662577778,0.0640249609980404
Baked eggs in tomato sauce,80.05,3.78,4.92,5.22,2.03,0.01,77.26,71.94,-2,Healthy,0.06146158650766444,0.5370370368949637,0.06520924422154642
Egg in a pepper,128.78,0.17,12.64,8.68,0.05,0.17,345.88,48.25,-2,Healthy,0.09815188693820352,0.29411764532871976,0.06740177046072836
Spinach mushroom scrambled egg (Palak mushroom bhurji),158.85,0.59,13.28,11.51,0.1,0.39,276.56,140.31,-1,Healthy,0.0836008813340661,0.16949152513645507,0.0724582939875829
Corn omelette/omlet,166.93,1.57,11.37,12.89,0.41,0.02,253.36,96.22,1,Healthy,0.06811238243534348,0.26114649664895123,0.07721799556654156
Cajun chicken,184.94,1.94,12.69,13.99,1.1,0.89,39.32,156.98,1,Healthy,0.06861684870731796,0.5670103089860772,0.07564615550948607
Paaner do pyaza,127.7,3.41,4.22,10.87,2.2,0.84,15.07,57.22,2,Healthy,0.033046202035763146,0.6451612901333837,0.08512137822956051
Cabbage manchurian (Pattagobhi manchurian),224.26,4.85,0.64,22.48,0.33,0.37,0.18,3.18,9,Moderate,0.0028538303754443335,0.06804123709937294,0.10024079193748221
Gobi 65,278.29,3.59,0.56,29.11,0.29,0.57,0.29,12.37,12,Unhealthy,0.002012289338452649,0.0807799442671922,0.10460311186135109
Paneer lababdar,105.48,3.37,3.98,8.46,1.96,1.16,7.19,55.56,0,Healthy,0.0377322715203097,0.5816023737146581,0.08020477815623621
Roasted cauliflower steak,78.68,2.02,2.05,6.7,0.44,3.53,0.0,24.47,-2,Healthy,0.026054905947813227,0.21782178207038524,0.0851550584635847
Sauteed radishes with green beans,94.32,6.04,2.41,6.61,1.78,3.52,7.44,40.2,-1,Healthy,0.02555131467318118,0.29470198670617515,0.07008057675922306
Garlic chutney/Poondu chutney (Lahasun ki chutney),255.51,20.44,3.34,17.55,13.36,5.15,0.0,63.51,3,Moderate,0.013071895424785441,0.6536203522185117,0.06868615709730075
Schezwan chutney,205.19,10.79,3.33,17.72,5.66,5.72,0.79,35.46,1,Healthy,0.01622886105552791,0.5245597775232105,0.08635898435554189
Onion chutney (Pyaaz ki chutney/Vengaya chutney),143.94,13.52,2.97,8.38,6.8,4.6,0.0,28.5,-1,Healthy,0.020633597332078413,0.5029585798444557,0.05821870223663876
Dates chutney (Khajoor ki chutney),103.57,21.69,1.07,1.12,18.68,3.41,0.0,28.72,2,Healthy,0.010331176981651723,0.8612263715601094,0.010813942261168158
Chicken salad,338.19,1.3,15.33,30.26,0.96,2.0,47.62,43.19,12,Unhealthy,0.0453295484785318,0.738461537893491,0.08947632987347505
Macaroni salad,262.19,21.63,5.02,17.78,3.73,0.56,58.64,35.7,5,Moderate,0.0191464205346537,0.17244567729207372,0.06781341775022766
Cabbage raita (Pattagobhi raita),84.84,5.25,3.24,5.76,4.21,0.93,16.26,118.49,-1,Healthy,0.03818953323858805,0.8019047617520181,0.06789250353526764
Pomegranate raita (Anaar ka raita),72.64,7.15,4.05,3.24,7.01,0.6,4.67,138.31,0,Healthy,0.05575440528557606,0.9804195802824587,0.04460352422846085
Onion raita (Pyaaz ka raita),71.56,7.86,4.86,2.43,7.07,0.65,8.61,163.8,-2,Healthy,0.06791503633219795,0.8994910940331436,0.033957518166098974
Green chilli raita (Hari mirch ka raita),77.13,7.66,5.58,2.92,7.49,0.26,10.52,193.58,-2,Healthy,0.07234539089754512,0.9778067883840983,0.037858161544951925
Kale salad,177.71,5.01,4.86,15.33,3.31,1.36,6.12,109.11,3,Moderate,0.027347926396784943,0.6606786425826989,0.08626413820220435
Spinach and paneer souffle ,186.19,9.64,7.56,13.49,2.81,1.07,76.02,114.32,1,Healthy,0.04060368440818195,0.291493775903372,0.0724528707230654
Masala souffle ,123.51,8.02,6.38,7.37,1.84,1.24,86.45,103.68,-1,Healthy,0.05165573637720301,0.2294264338866052,0.05967128167711382
Chicken and cheese souffle,182.35,3.47,9.07,14.74,2.46,0.26,89.24,61.71,1,Healthy,0.04973951192733897,0.708933717374947,0.08083356183119916
Tamarind chutney (Chintapandu pachadi/Puli chutney),109.15,25.07,0.88,0.48,22.85,1.65,0.68,40.3,5,Moderate,0.008062299587649452,0.9114479457155387,0.0043976179568997005
Pav bhaji masala,230.47,29.15,9.13,10.96,1.48,24.3,0.0,588.91,-5,Healthy,0.039614700394673436,0.05077186963805243,0.047554996311678074
Green chutney,79.42,10.01,5.42,1.6,0.92,5.84,0.0,112.74,-8,Healthy,0.06824477461510646,0.09190809189891029,0.020146058926968698
Sago khitchdi/khichri (Sabudana khitchdi/khichri),187.16,22.41,2.72,10.1,1.03,1.82,12.24,15.13,3,Moderate,0.014533019875964242,0.045961624272826344,0.05396452233354369
Gram flour chilla/cheela (Besan chilla/cheela),135.93,21.03,7.8,2.85,1.87,4.25,0.0,28.38,-7,Healthy,0.057382476274130935,0.08892058962962812,0.02096667402324015
Vegetable namkeen jave,112.23,18.98,2.93,2.51,1.04,2.86,3.41,10.32,-3,Healthy,0.02610710148778306,0.05479452054505825,0.022364786598749308
Khakhra,178.5,27.66,4.78,5.32,0.88,5.43,0.0,21.27,-4,Healthy,0.02677871148444382,0.031814895154308936,0.029803921568460484
Moong bean dosa (Pesarattu),285.96,31.91,12.32,11.67,2.9,6.04,17.86,36.44,-4,Healthy,0.04308294866399818,0.09088060168941145,0.04080990348286191
Methi thepla,346.16,41.34,8.98,15.95,2.98,7.56,1.85,73.51,-1,Healthy,0.02594176103528443,0.07208514755510195,0.04607695863171343
Rice puttu (Ari puttu),81.98,11.82,1.26,3.13,0.33,0.76,0.0,4.96,2,Healthy,0.015369602341847161,0.02791878172352633,0.03818004391268382
Buckwheat pancake (Khura),263.3,27.28,2.91,16.43,0.64,0.56,41.31,11.32,7,Moderate,0.011052031902730528,0.023460410556324765,0.0624003038356916
Quinoa khichdi/khichri,64.01,8.83,3.18,1.59,0.69,2.58,2.61,24.59,-3,Healthy,0.04967973754023309,0.0781426953478887,0.024839868770116545
Khakhra chaat,358.66,16.64,4.52,30.65,3.26,3.04,0.06,24.49,11,Unhealthy,0.012602464729792552,0.19591346152668787,0.08545697875401366
Banana appam,469.81,20.06,1.17,42.53,9.95,0.67,0.0,13.74,17,Unhealthy,0.0024903684468136258,0.49601196408295056,0.09052595730169531
Veg manchurian,585.64,6.82,0.89,61.65,0.76,1.16,0.0,16.79,16,Unhealthy,0.0015197049381846875,0.11143695013028783,0.10526944880796177
Pav bhaji,96.53,11.99,2.66,4.32,2.06,1.98,8.91,24.86,-1,Healthy,0.027556200144747165,0.17180984152028275,0.04475292655086758
Rice murukku,593.99,33.29,5.41,48.22,0.17,2.18,5.32,24.63,15,Unhealthy,0.009107897439335497,0.005106638630065888,0.08117981784191454
Bhel puri ,509.89,16.47,3.52,47.91,3.41,2.24,0.0,24.22,14,Unhealthy,0.006903449763660979,0.20704310866988204,0.09396144266391974
Semolina dhokla (Suji/Rava dhokla),194.91,30.86,5.44,5.2,1.85,5.12,0.0,31.17,-5,Healthy,0.02791031758233077,0.05994815294685846,0.026678980041933822
Spicy corn chaat ,479.8,11.45,4.61,46.55,0.95,2.17,3.89,17.28,13,Unhealthy,0.009608170070842834,0.08296943230716425,0.09701959149625464
Jackfruit fritters (Ponsa mulik/Kathal ka pakora),597.79,24.0,2.34,54.41,11.48,1.5,0.0,24.62,18,Unhealthy,0.003914418106686438,0.4783333333134028,0.09101858512171328
Banana chips (Kele ke chips),665.67,7.32,0.37,70.46,4.37,0.65,0.0,2.01,18,Unhealthy,0.0005558309672952727,0.5969945354375691,0.10584824312331058
Wheat cake,314.63,41.13,4.79,14.95,25.79,2.76,40.13,98.91,10,Moderate,0.015224231637112723,0.6270362265833446,0.04751613005737687
Mango cheesecake,152.46,20.06,2.39,7.3,15.36,1.14,16.9,55.1,4,Moderate,0.0156762429488674,0.7657028912878513,0.047881411517461094
Carrot cake (Gajar ka cake),255.59,35.98,5.6,10.27,23.96,2.93,11.61,156.1,8,Moderate,0.02191009037903709,0.6659255141560333,0.040181540748698376
Semolina cake (Suji/Rava cake),374.14,31.32,6.58,25.18,18.86,5.37,27.06,128.28,11,Unhealthy,0.017586999518849664,0.6021711366346688,0.06730101031681376
Finger millet cake (Ragi cake),279.46,38.93,3.96,12.27,24.76,2.35,25.2,118.38,10,Moderate,0.014170185357424427,0.6360133572916514,0.04390610463020144
Honey cake,333.59,49.04,3.08,14.7,33.43,0.51,1.54,50.86,15,Unhealthy,0.009232890674153204,0.6816884176043702,0.04406606912664029
Almond cardamom cake (Badam elaichi cake),356.35,34.53,7.18,21.36,18.06,2.35,74.32,81.29,13,Unhealthy,0.02014873018094528,0.5230234578475811,0.0599410691733971
Tutti frutti cake,347.72,52.94,4.49,12.68,28.08,0.85,2.46,61.41,14,Unhealthy,0.0129126883699157,0.5304117869185794,0.03646612216715614
Ham and Bean soup,96.04,4.18,10.61,4.15,1.43,0.54,25.92,20.52,-3,Healthy,0.11047480216461394,0.3421052630760514,0.04321116201537681
Whey soup,68.91,6.26,3.45,3.34,5.87,0.84,0.83,164.92,0,Healthy,0.05006530256784117,0.9376996803613898,0.048469017558431735
Bottle gourd soup (Ghiya/Lauki soup),23.05,1.16,0.45,1.79,0.39,0.96,0.72,15.14,-1,Healthy,0.019522776571821138,0.3362068962618906,0.07765726680791074
Baked potato soup,147.05,5.85,5.73,11.21,3.44,0.3,26.31,106.56,1,Healthy,0.03896633798001383,0.5880341879336694,0.07623257395391886
Pumpkin soup,40.05,2.08,0.47,3.2,1.47,1.19,0.86,12.17,0,Healthy,0.011735330836161417,0.7067307688909947,0.07990012484195008
Sweet corn soup,32.25,3.56,0.99,1.63,0.9,0.31,0.0,3.72,0,Healthy,0.03069767441765279,0.2528089886930312,0.05054263565734752
Paneer soup,47.85,2.42,3.22,2.8,1.98,0.28,0.0,82.76,-2,Healthy,0.06729362591290923,0.8181818178437265,0.05851619644600802
Curried Cauliflower soup,37.32,3.12,6.72,9.77,1.79,2.34,4.77,37.25,-3,Healthy,0.18006430867684717,0.5737179485340648,0.26178992496618997
Millet soup,55.99,8.22,11.26,12.57,1.45,2.82,1.45,65.21,-4,Healthy,0.20110734059294325,0.17639902674253052,0.22450437577737983
Lemon coriander soup,108.06,10.32,2.27,6.26,2.2,6.77,0.0,102.57,-3,Healthy,0.021006848047186683,0.21317829455298662,0.05793077919620645
Garlic soup,194.86,6.99,2.38,17.62,2.39,1.66,22.92,60.55,5,Moderate,0.012213897156870502,0.34191702427154264,0.0904238940773354
Dal makhani,74.04,7.96,3.32,3.06,0.8,2.27,7.25,20.62,-3,Healthy,0.04484062668767097,0.10050251255018813,0.0413290113446606
Dalma,118.93,15.04,4.91,4.58,3.1,2.16,0.0,54.28,-3,Healthy,0.0412847893715523,0.20611702126289116,0.03851004792702842
Split bengal gram dal (Channa dal),99.67,9.99,4.15,4.62,0.98,3.72,8.53,21.99,-4,Healthy,0.04163740343090561,0.09809809808827846,0.04635296478332143
Horsegram dal (Kulthi dal) ,55.65,8.21,2.91,1.13,0.72,1.52,0.0,38.22,-2,Healthy,0.05229110512035417,0.08769792934376394,0.020305480682474297
Panchmel dal,111.22,10.71,4.63,5.36,0.75,3.2,11.86,23.05,-3,Healthy,0.04162920338031263,0.07002801119794322,0.04819277108390404
Dal dhokli,68.74,8.55,2.96,2.47,1.12,1.86,0.0,14.54,-2,Healthy,0.043060808844296465,0.13099415203146267,0.035932499272098746
Gujarati handvo ,207.09,31.86,8.24,4.8,2.51,4.95,1.93,68.21,-7,Healthy,0.03978946351808495,0.07878217200003822,0.0231783282629621
Sev (Omapodi/Karapusa),609.14,12.87,5.12,60.08,0.53,2.35,0.0,13.95,15,Unhealthy,0.008405292707738115,0.04118104117784142,0.09863085661736443
Papdi,708.96,12.89,1.83,72.11,0.31,0.56,0.0,6.06,18,Unhealthy,0.002581245768445919,0.02404965089029871,0.10171236741127607
Jowar dosa,294.35,40.53,8.5,10.28,0.59,5.56,0.0,19.46,-4,Healthy,0.028877187022154315,0.01455711818370202,0.03492440971620545
Bread roll,435.46,16.12,2.85,40.25,0.94,1.45,0.0,44.83,14,Unhealthy,0.006544803196604638,0.05831265508323122,0.09243099251345145
Soya seekh kebab,115.05,10.0,5.4,5.88,0.51,2.24,0.0,15.67,-3,Healthy,0.046936114732316944,0.0509999999949,0.051108213819634
Classic seasoned black beans,28.78,7.66,8.01,8.28,0.44,3.51,0.0,40.11,-6,Healthy,0.27831827657128844,0.05744125325620871,0.2876997915118937
Maa chaane ki dal,344.67,43.11,19.8,9.5,1.05,13.45,15.36,68.65,-3,Healthy,0.057446252937425814,0.02435629784216293,0.027562596106340667
Garlic chickpea soup (Lahasun aur chane ka shoraba),89.53,13.92,4.45,2.01,2.65,2.84,0.0,13.93,-4,Healthy,0.049704009828552394,0.19037356320471455,0.022450575225930403
White sauce (thin),115.17,6.58,3.31,8.41,4.58,0.07,11.04,110.2,2,Healthy,0.028740123295747676,0.6960486321130626,0.07302248849463382
White sauce (medium),151.27,7.98,3.36,11.76,4.32,0.14,20.47,103.53,2,Healthy,0.02221193891702114,0.5413533833908079,0.07774178620957399
White sauce (thick),209.69,10.24,3.43,17.19,3.9,0.24,35.72,92.74,5,Moderate,0.016357480089578155,0.3808593749628067,0.08197815823319198
Cheese sauce,194.76,7.08,7.68,15.12,4.53,0.12,39.75,255.14,4,Moderate,0.039433148490247316,0.6398305083842047,0.0776340110901744
Egg sauce,146.85,5.88,5.97,11.08,3.19,0.12,111.08,89.49,1,Healthy,0.0406537282939009,0.5425170067104563,0.07545114061916616
Mushroom sauce,137.56,7.31,3.39,10.51,3.86,0.47,18.2,94.1,2,Healthy,0.024643791799762695,0.528043775577559,0.07640302413436753
Mustard sauce,158.58,8.29,3.98,12.17,4.22,0.13,19.97,109.03,3,Moderate,0.02509774246421303,0.509047044570682,0.0767435994445911
Brown sauce,109.18,5.38,11.92,23.67,0.13,1.69,0.0,40.44,2,Healthy,0.10917750503655267,0.024163568768742833,0.21679794834020152
Classic italian pasta,42.12,4.4,0.57,2.45,2.94,1.36,1.7,19.55,-1,Healthy,0.013532763532442243,0.6681818180299586,0.05816714149909386
Pasta spinach sauce,85.46,1.76,1.76,7.9,1.04,0.86,9.34,58.57,2,Healthy,0.020594430142515864,0.5909090905733471,0.09244090802606553
Pasta cheese sauce,149.26,9.0,4.33,10.84,4.22,0.14,22.22,152.68,2,Healthy,0.029009781588978902,0.4688888888367901,0.07262494975162385
Mayonnaise,774.86,1.65,1.86,84.52,1.44,0.11,117.12,15.36,19,Unhealthy,0.0024004336267165675,0.8727272721983471,0.10907776888714209
Low calorie quick mayonnaise,242.89,4.71,1.41,24.35,0.83,0.06,35.67,6.47,11,Unhealthy,0.0058050969574465604,0.176220806756641,0.10025114249207358
Thousand island dressing,407.87,4.49,1.37,42.87,3.1,0.46,34.0,9.11,15,Unhealthy,0.0033589133792547654,0.6904231624297499,0.10510701939317647
Curd dip,79.95,7.95,5.04,3.36,7.12,0.1,10.59,167.17,-1,Healthy,0.06303939962397699,0.8955974841640758,0.042026266415984656
Short crust pastry,422.1,44.72,6.11,23.98,3.18,1.58,61.0,16.9,11,Unhealthy,0.014475242833417496,0.07110912343311475,0.05681118218418192
Choux pastry,222.37,16.2,5.55,14.96,1.5,0.56,125.01,19.43,3,Moderate,0.02495840266211738,0.092592592586877,0.06727526195050018
Flaky pastry,443.94,33.61,4.69,31.99,0.81,1.25,0.0,9.28,14,Unhealthy,0.010564490696917232,0.024099970246233268,0.07205928729091306
Sponge cake ,253.77,44.63,9.18,4.74,26.33,0.69,182.09,30.22,4,Moderate,0.03617448871010689,0.5899619090165816,0.018678330771885257
Glace icing,323.51,86.31,0.01,0.01,85.35,0.0,0.0,1.95,14,Unhealthy,3.091094556572931e-05,0.9888773027344585,3.091094556572931e-05
Royal icing,332.58,86.53,1.74,0.02,85.57,0.0,0.0,2.87,14,Unhealthy,0.005231823922048134,0.9889055818676885,6.013590714997855e-05
American frosting,257.57,67.48,1.05,0.01,67.46,0.0,0.0,7.05,13,Unhealthy,0.0040765617113636046,0.9997036158713735,3.8824397251081944e-05
Gum icing,223.07,53.19,5.94,0.0,52.63,0.0,0.0,18.62,12,Unhealthy,0.02662841260578909,0.9894717051891434,0.0
Channa murmura premix,339.09,72.59,10.59,3.28,1.52,8.21,0.0,21.36,-5,Healthy,0.031230646730864283,0.02093952335003527,0.009672948184819155
Cracked wheat and green gram dal premix (Dalia moong dal premix),362.16,64.75,15.89,5.11,0.63,11.66,0.0,49.03,-5,Healthy,0.043875635078297226,0.009729729729579464,0.0141097857300251
Rice flakes and roasted channa ,333.4,71.94,10.57,2.94,1.31,8.84,0.0,17.23,-6,Healthy,0.031703659268051285,0.018209619126797198,0.008818236352703006
Spinach soup in milk ,56.72,3.98,2.89,3.2,3.34,0.79,0.0,106.1,0,Healthy,0.05095204513309323,0.8391959796886441,0.05641748942072607
Vegetable soup,55.21,7.6,2.22,1.55,1.61,3.01,3.34,18.1,-4,Healthy,0.04021010686397012,0.21184210523528396,0.028074624161780935
Mashed banana with milk,95.43,14.62,2.51,2.99,11.35,0.71,0.0,78.64,2,Healthy,0.026302001466768286,0.7763337892765846,0.03133186628909848
Poha with curd (Poha aur dahi),173.32,26.72,6.01,4.65,5.46,1.09,13.37,140.9,0,Healthy,0.03467574428782209,0.20434131735762195,0.026828986844987145
Potato with curd,73.18,12.01,3.19,1.33,3.3,1.02,4.38,85.41,-2,Healthy,0.04359114512102225,0.274771024123666,0.01817436458023812
Sweet wheat porridge (Sweet dalia),140.66,23.77,5.11,2.79,12.23,2.37,0.0,99.18,-2,Healthy,0.03632873595879192,0.5145140933733903,0.019835063272999894
Vegetable khichdi/khichri,143.17,19.57,5.61,4.53,3.71,2.45,11.92,100.54,-3,Healthy,0.03918418663100382,0.18957588144151374,0.031640706851773136
Moong dal mixture,158.84,33.93,4.62,1.0,24.68,1.9,2.38,70.53,3,Moderate,0.029085872575994175,0.7273798997722553,0.006295643414717353
Cracked wheat khichri/khichdi (Dalia khichri/khichdi),167.45,22.35,7.56,5.52,3.79,3.74,14.62,123.04,-5,Healthy,0.045147805314749795,0.16957494406400112,0.03296506419807128
Stewed apple,91.93,22.49,0.17,0.37,20.45,1.48,0.0,9.25,4,Moderate,0.0018492331121304337,0.9092930190791777,0.0040248014793427085
Lemon squash (Nimbu ka squash),184.56,48.88,0.15,0.06,48.88,0.0,0.0,9.85,12,Unhealthy,0.0008127438231425405,0.9999999999795418,0.00032509752925701614
Orange squash (Santre ka squash),193.26,50.88,0.22,0.04,50.56,0.4,0.0,10.62,12,Unhealthy,0.0011383628272734227,0.993710691804369,0.00020697505950425867
Lichi squash,198.33,51.96,0.3,0.08,51.31,0.41,0.0,6.39,12,Unhealthy,0.0015126304643699256,0.9874903771942363,0.0004033681238319802
Mango squash (Aam ka squash),194.66,50.96,0.17,0.17,50.84,0.58,0.0,9.47,12,Unhealthy,0.0008733175793646703,0.9976452119113494,0.0008733175793646703
Pineapple squash (Ananas ka squash),195.02,51.34,0.16,0.05,51.08,1.06,0.0,7.96,11,Unhealthy,0.0008204286739779488,0.9949357226140448,0.000256383960618109
Lemon and ginger squash (Nimbu aur adrak ka squash),170.34,44.06,0.54,0.21,42.53,1.07,0.0,11.18,10,Moderate,0.0031701303275615236,0.9652746254887591,0.0012328284607183702
Apple jam (Seb ka murabba),188.79,48.56,0.14,0.32,46.76,1.29,0.0,10.84,11,Unhealthy,0.0007415647015162797,0.9629324546753927,0.0016950050320372109
Plum jam (Aloo bukhara jam),178.89,46.2,0.31,0.19,45.25,1.0,0.0,7.5,11,Unhealthy,0.0017329084912419204,0.9794372294160295,0.001062105204309564
Pineapple jam ,149.18,38.27,0.32,0.15,37.44,2.2,0.0,10.47,7,Moderate,0.0021450596594574,0.9783119937032058,0.0010054967153706562
Guava jelly (Amrood ki jelly),115.74,28.18,1.11,0.25,27.38,6.61,0.0,16.55,2,Healthy,0.009590461378869965,0.9716110716475652,0.0021600138240698116
Orange marmalade (Santray ka murabba),104.17,25.94,0.66,0.13,25.09,1.97,0.0,17.59,4,Moderate,0.006335797254427035,0.9672320739796749,0.0012479600652659311
Carrot murabba (Gajar ka murabba),175.24,45.6,0.32,0.16,44.83,1.39,0.0,15.86,10,Moderate,0.0018260671079557975,0.9831140350661598,0.0009130335539778988
Gooseberry marmalade (Amla murabba),123.16,32.34,0.14,0.03,28.61,0.0,0.0,16.4,7,Moderate,0.0011367327054146092,0.8846629560641724,0.00024358557973170195
Ginger candy (Adrak ki candy),195.71,50.38,0.69,0.27,47.99,1.67,0.0,10.43,11,Unhealthy,0.0035256246486969206,0.952560539877877,0.0013795922538379257
Mango pickle (Aam ka achaar),192.12,8.11,1.6,17.89,1.79,3.68,0.0,48.97,4,Moderate,0.00832812825313175,0.2207151664339439,0.09311888403032939
Mixed vegetable pickle (Sabziyoon ka achaar),211.2,7.48,1.9,19.68,2.77,2.76,0.0,42.81,5,Moderate,0.008996212121169526,0.3703208555654651,0.09318181818137698
Sweet lemon pickle (Neembu ka meetha achaar),69.54,16.87,1.22,0.21,14.63,2.13,0.0,42.57,1,Healthy,0.01754385964887052,0.8672199169610421,0.00301984469365804
Plum chutney (Aloo bukhara ki chutney),177.11,44.95,0.47,0.29,43.9,1.37,0.0,12.38,10,Moderate,0.0026537180283289835,0.9766407118803861,0.0016374004855646918
Raw mango chutney (Kachhe aam/Kairi ki chutney),193.13,49.94,0.51,0.16,45.22,2.17,0.0,25.92,10,Moderate,0.002640708331162219,0.9054865838825494,0.0008284575156587353
Tomato sauce,34.33,7.23,0.81,0.27,5.69,1.79,0.0,13.0,0,Healthy,0.023594523739481666,0.7869986167652837,0.007864841246493889
Tomato puree,20.62,3.68,0.75,0.25,2.32,1.56,0.0,8.91,-1,Healthy,0.03637245392646108,0.6304347824373817,0.012124151308820361
Garam masala,254.21,26.2,9.89,10.97,1.79,35.56,0.0,609.77,-4,Healthy,0.038904842452936926,0.06832061068441525,0.043153298453864314
Chat masala,222.58,23.87,8.19,9.91,0.79,18.62,0.0,519.5,-5,Healthy,0.03679575882812114,0.03309593632035627,0.044523317458691154
Kashmiri masala,389.02,23.16,8.26,31.03,2.41,12.12,0.0,303.49,9,Moderate,0.021232841499097134,0.10405872192987657,0.07976453652747992
Rasam powder (Rasam masala),267.96,25.19,12.04,11.8,1.91,35.71,0.0,562.15,-4,Healthy,0.04493207941467035,0.07582373957618802,0.04403642334660384
Sambar powder (Sambar masala),297.46,23.38,12.5,15.58,1.87,34.56,0.0,439.95,-2,Healthy,0.04202245680077314,0.07998289135671588,0.052376790156483645
Tartare sauce,610.93,2.96,1.44,66.12,2.18,0.42,50.47,21.06,17,Unhealthy,0.002357062183879729,0.7364864862376735,0.10822843860981092
Barbeque sauce,121.93,20.46,0.96,4.51,18.88,0.69,0.0,28.61,6,Moderate,0.007873369966309576,0.9227761485374987,0.03698843598755853
Bread sauce,111.04,8.69,3.46,7.05,4.63,0.56,8.48,110.72,2,Healthy,0.03115994236283177,0.5327963175451328,0.0634906340051919
Green chilli sauce,46.06,7.36,1.25,0.27,5.36,1.77,0.0,9.89,0,Healthy,0.027138514979871072,0.7282608694662689,0.005861919235652152
Home made plain noodles,238.78,44.5,6.21,3.56,1.07,1.65,0.0,12.27,-1,Healthy,0.02600720328324815,0.024044943819684386,0.014909121366886218
Dal moong,43.69,4.92,2.2,1.62,0.13,1.08,3.55,7.69,-2,Healthy,0.05035477225794566,0.026422764222271796,0.037079423208123616
Cumin seeds baghar (Jeera baghar/tadka),736.81,5.22,3.34,78.77,0.49,6.01,189.23,177.77,14,Unhealthy,0.004533054654518081,0.09386973178278357,0.10690680093903869
Onion tomato baghar (Pyaaz tamatar ka tadka),137.52,6.17,1.26,11.98,3.51,2.12,29.17,20.45,2,Healthy,0.009162303664854841,0.5688816854831634,0.08711460151187381
Mustard seeds baghar (Mustard seed tadka),552.59,10.45,4.73,54.3,1.14,9.74,130.57,182.93,11,Unhealthy,0.008559691633926492,0.10909090908046977,0.09826453609349016
Hot cherry sauce,252.74,67.95,0.13,0.07,17.65,0.0,0.0,24.82,6,Moderate,0.0005143625860547822,0.25974981603738406,0.00027696446941411347
Apple jelly (Seb ki jelly),152.13,39.37,0.1,0.21,38.18,0.86,0.0,7.89,9,Moderate,0.0006573325445299592,0.969773939523247,0.001380398343512914
Marmalade (Murabba),143.76,37.64,0.23,0.04,37.29,0.43,0.0,9.84,9,Moderate,0.001599888703383418,0.9907013814827126,0.00027824151363189877
Plum squash (Aloo bukhara squash),211.17,55.51,0.16,0.1,55.02,0.52,0.0,6.9,12,Unhealthy,0.0007576833830527175,0.9911727616467093,0.0004735521144079484
Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),14.07,2.14,0.85,0.24,1.0,1.07,0.0,20.05,-1,Healthy,0.06041222458703537,0.4672897194078085,0.01705756929516293
Brinjal pickle (Baingan ka achaar),139.01,4.23,2.24,12.98,1.07,4.62,0.0,37.28,0,Healthy,0.016113948636672804,0.2529550826825165,0.09337457736786295
Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),60.88,6.55,1.26,3.24,4.31,2.2,0.0,15.18,-1,Healthy,0.020696452036453736,0.6580152670751122,0.053219448093738186
Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),91.21,6.32,1.98,6.55,3.04,5.08,0.0,54.31,-3,Healthy,0.021708146036380792,0.4810126581517385,0.07181230128196675
Tomato chutney (Tamatar ki chutney),176.07,31.85,0.97,6.01,30.02,1.49,0.0,25.34,9,Moderate,0.005509172488183625,0.9425431710850064,0.0341341511896738
Tomato ketchup,33.07,6.48,0.91,0.3,4.68,1.9,0.0,15.33,0,Healthy,0.027517387359313056,0.722222222110768,0.009071666162410896
Bengal 5 Spice Blend (Panch Phoran),289.79,20.0,18.26,22.16,1.4,18.4,0.0,523.0,0,Healthy,0.06301114600206008,0.0699999999965,0.07646916732780128
